experiment,trial,item_type,form,meaning,foils
24,1,practice,yoroyoro,WOBBLING,tehe|tyekye|tseke
24,2,practice,fuwafuwa,FLUFFY,rizyu|gityu|nitsu
24,3,trial,komaka,THIN|SLENDER,netyunu|zesuzu|resyuru
24,4,trial,urusai,LOUD|NOISY,ihikua|ikyimua|ikigua
24,5,trial,kirikiri,CRAMPING (E.G. IN STOMACH)|SPASMING (E.G. IN STOMACH),naha|zakya|raka
24,6,trial,kutakuta,EXHAUSTED|TIRED|WEARY,nihu|ziwu|riyu
24,7,trial,atsui,HOT,uhia|uwia|uyia
24,8,trial,syobosyobo,WATERY (EYES)|BLEARY (EYES),retye|nehe|mesye
24,9,trial,setsunai,SAD|GLUM,kohisyua|mowikua|goyihua
24,10,trial,himozyii,HUNGRY|STARVING,natyema|dzasewa|zyasyeha
24,11,trial,dogitsuka,OILY/HEAVY (FOOD),werahinu|yesawizu|hetyayiru
24,12,control,katai,HARD,nuhua|zuwua|ruyua
24,13,control,pyoNpyoN,BOUNCING|HOPPING,neQ|zeQ|reQ
24,14,control,hisohiso,WHISPERING,nake|dzame|zyage
25,1,practice,yoroyoro,WOBBLING,tehe|tyekye|tseke
25,2,practice,fuwafuwa,FLUFFY,rizyu|gityu|nitsu
25,3,trial,atsukamasyii,RUDE|ARROGANT|BRAZEN,uhinutyura|uwizusuna|uyirusyuma
25,4,trial,syakiQ,CLEAR|REFRESHED,runaN|nuzaN|muraN
25,5,trial,tyiNtye,THIN|SLENDER,waQwo|yaQyo|gaQgo
25,6,trial,nikoniko,GRINNING|SMILING,syane|kaze|hare
25,7,trial,komai,SMALL|LITTLE|TINY,netyua|zesua|resyua
25,8,trial,karai,SALTY|BRINY (TASTE),nuhua|zukyua|rukua
25,9,trial,kitsuka,EXHAUSTED|TIRED|WEARY,nahinu|zawizu|rayiru
25,10,trial,migotsu,CLEAN|TIDY,tyarehi|sasewi|syatyeyi
25,11,trial,mutsugoi,OILY/HEAVY (FOOD),tyihirea|siwisea|syiyityea
25,12,control,katai,HARD,nuhua|zuwua|ruyua
25,13,control,pyoNpyoN,BOUNCING|HOPPING,neQ|zeQ|reQ
25,14,control,hisohiso,WHISPERING,nake|dzame|zyage
26,1,practice,yoroyoro,WOBBLING,tehe|tyekye|tseke
26,2,practice,fuwafuwa,FLUFFY,rizyu|gityu|nitsu
26,3,trial,boroboro,SCRUFFY|TATTY|RAGGEDY,tyehe|hekye|syeke
26,4,trial,syobosyobo,"STINGING (PAIN, E.G. IN EYES)|BURNING (PAIN, E.G. IN EYES)",retye|nehe|mesye
26,5,trial,yaNdagunaruQ,ANNOYED|IMPATIENT,tuQwurisyuhiQ|tyuQyusikukyiQ|tsuQhutyihukiQ
26,6,trial,zyarizyari,ROUGH|GRITTY|COARSE,muha|wukya|huka
26,7,trial,haku,SPIT|VOMIT,nuni|dzuzi|zyuri
26,8,trial,syikusyiku,WATERY (EYES)|BLEARY (EYES),rani|nazi|mari
26,9,trial,ikiru,HUMID|MUGGY,anahi|azakyi|araki
26,10,trial,osorosyii,SCARY|FRIGHTENING,ekehera|emekyena|egekema
26,11,trial,kubiru,BIND|TIGHTEN,nityahi|zihakyi|risyaki
26,12,control,katai,HARD,nuhua|zuwua|ruyua
26,13,control,pyoNpyoN,BOUNCING|HOPPING,neQ|zeQ|reQ
26,14,control,hisohiso,WHISPERING,nake|dzame|zyage
27,1,practice,yoroyoro,WOBBLING,tehe|tyekye|tseke
27,2,practice,fuwafuwa,FLUFFY,rizyu|gityu|nitsu
27,3,trial,katyikatyi,HARD,nuwa|zuya|ruga
27,4,trial,hotoru,HUMID|MUGGY,nehehi|dzewekyi|zyeyeki
27,5,trial,hosoi,SMALL|LITTLE|TINY,nekea|dzemea|zyegea
27,6,trial,tyiraatyiraa,"STINGING (PAIN, E.G. IN EYES)|BURNING (PAIN, E.G. IN EYES)",wahu|yakyu|gaku
27,7,trial,syaNsyaN,LIVELY|ENERGETIC,ruQ|nuQ|muQ
27,8,trial,syiQpori,WET|SOGGY|DAMP,rasyeha|nawekya|mayeka
27,9,trial,koi,RICH (TASTE)|STRONG (TASTE),nea|zea|rea
27,10,trial,kowai,HARD,nezyua|zetyua|retsua
27,11,trial,karui,LIGHT|AIRY,nuhia|zukyia|rukia
27,12,control,katai,HARD,nuhua|zuwua|ruyua
27,13,control,pyoNpyoN,BOUNCING|HOPPING,neQ|zeQ|reQ
27,14,control,hisohiso,WHISPERING,nake|dzame|zyage
28,1,practice,yoroyoro,WOBBLING,tehe|tyekye|tseke
28,2,practice,fuwafuwa,FLUFFY,rizyu|gityu|nitsu
28,3,trial,ookii,LOUD|NOISY,ena|eza|era
28,4,trial,oQkanai,SCARY|FRIGHTENING,enusyua|ezukua|eruhua
28,5,trial,musyimusyi,HUMID|MUGGY,tyira|sina|syima
28,6,trial,biQto,A LITTLE|SLIGHTLY,tyahe|hawe|syaye
28,7,trial,gutyugutyu,OOZING|DRIBBLING|SEEPING OUT (E.G. LIQUID),riwi|siyi|tyigi
28,8,trial,tyikatyika,"STINGING (PAIN, E.G. IN EYES)|BURNING (PAIN, E.G. IN EYES)",wanu|yazu|garu
28,9,trial,erai,SLUGGISH|LETHARGIC,ohua|okyua|okua
28,10,trial,syibutoi,RUDE|ARROGANT|BRAZEN,ratyihea|nahiwea|masyiyea
28,11,trial,tsurai,SAD|GLUM,hihua|wikyua|yikua
28,12,control,katai,HARD,nuhua|zuwua|ruyua
28,13,control,pyoNpyoN,BOUNCING|HOPPING,neQ|zeQ|reQ
28,14,control,hisohiso,WHISPERING,nake|dzame|zyage
29,1,practice,yoroyoro,WOBBLING,tehe|tyekye|tseke
29,2,practice,fuwafuwa,FLUFFY,rizyu|gityu|nitsu
29,3,trial,uzyauzya,SHAKING|TREMBLING,imu|iwu|ihu
29,4,trial,adzu,RUDE|ARROGANT|BRAZEN,uwi|uyi|uhi
29,5,trial,suu,SUCK,ki|mi|gi
29,6,trial,suQkoi,CUNNING|SLY|SNEAKY,kinea|mizea|girea
29,7,trial,syiQketoru,WET|SOGGY|DAMP,ranohehi|nazowekyi|maroyeki
29,8,trial,zyiNzyiN,POUNDING (E.G. HEADACHE)|THROBBING (E.G. HEADACHE),maQ|waQ|haQ
29,9,trial,kogoru,FREEZE,nerehi|zesekyi|retyeki
29,10,trial,deQkai,ROUGH|GRITTY|COARSE,wonua|yozua|horua
29,11,trial,biNbogena,SCRUFFY|TATTY|RAGGEDY,tyaQtyerosyu|haQhesoku|syaQsyetyohu
29,12,control,katai,HARD,nuhua|zuwua|ruyua
29,13,control,pyoNpyoN,BOUNCING|HOPPING,neQ|zeQ|reQ
29,14,control,hisohiso,WHISPERING,nake|dzame|zyage
30,1,practice,yoroyoro,WOBBLING,tehe|tyekye|tseke
30,2,practice,fuwafuwa,FLUFFY,rizyu|gityu|nitsu
30,3,trial,gaNgaN,POUNDING (E.G. HEADACHE)|THROBBING (E.G. HEADACHE),ruQ|suQ|tyuQ
30,4,trial,syaN,CLEAR|REFRESHED,ruQ|nuQ|muQ
30,5,trial,zukizuki,THROBBING|PULSATING,gina|kyiza|kira
30,6,trial,fuku,BLOW|PUFF,rini|gizi|niri
30,7,trial,zokuzoku,(SPINE) TINGLING| SHIVERS (DOWN YOUR SPINE),geni|kyezi|keri
30,8,trial,kibui,TIGHT|PINCHING,natyia|zahia|rasyia
30,9,trial,hedzune,SAD|GLUM,nowisyo|dzoyiko|zyohiho
30,10,trial,syibaru,BIND|TIGHTEN,ratyuhi|nahukyi|masyuki
30,11,trial,sekarasyika,LOUD|NOISY,konuhuranu|mozukyunazu|gorukumaru
30,12,control,katai,HARD,nuhua|zuwua|ruyua
30,13,control,pyoNpyoN,BOUNCING|HOPPING,neQ|zeQ|reQ
30,14,control,hisohiso,WHISPERING,nake|dzame|zyage
31,1,practice,yoroyoro,WOBBLING,tehe|tyekye|tseke
31,2,practice,fuwafuwa,FLUFFY,rizyu|gityu|nitsu
31,3,trial,hirihiri,BURNING|TINGLING,naha|dzakya|zyaka
31,4,trial,akarui,BRIGHT|SUNNY,unuhia|uzukyia|urukia
31,5,trial,syimiru,FREEZE,ratyahi|nasakyi|masyaki
31,6,trial,yakiyaki,ANNOYED|IMPATIENT,tuna|tyuza|tsura
31,7,trial,suQkiri,CLEAR|REFRESHED,kinaha|mizakya|giraka
31,8,trial,darui,SLUGGISH|LETHARGIC,wuhia|yukyia|hukia
31,9,trial,igai,BIG|MASSIVE|LARGE|HUGE,arua|asua|atyua
31,10,trial,erai,EXHAUSTED|TIRED|WEARY,ohua|okyua|okua
31,11,trial,hidarui,HUNGRY|STARVING,nawuhia|dzayukyia|zyahukia
31,12,control,katai,HARD,nuhua|zuwua|ruyua
31,13,control,pyoNpyoN,BOUNCING|HOPPING,neQ|zeQ|reQ
31,14,control,hisohiso,WHISPERING,nake|dzame|zyage
